Size,Bubble sort,Merge sort,Shell sort,Quick Sort,
2700,3642870,27412,40123,32458,
2700,3642474,27430,39762,34751,
2700,3643419,27416,39992,31393,
2700,3642909,27427,40952,32355,
2700,3640569,27377,40197,30412,
2700,3643350,27425,39231,32496,
2700,3643185,27453,41828,29623,
2700,3639279,27438,39334,32407,
2700,3640164,27438,39709,31293,
2700,3636390,27432,40137,30482,
2700,3642704,27435,40338,34487,
2700,3642615,27401,38669,30536,
2700,3637979,27437,40001,31341,
2700,3643089,27417,39128,32636,
2700,3641570,27469,42162,33292,
2700,3642569,27348,40368,34359,
2700,3641634,27364,38723,30692,
2700,3642110,27414,39382,29781,
2700,3642830,27463,41571,29573,
2700,3639372,27373,42032,31423,
2700,3643299,27434,40589,32223,
2700,3641094,27431,41080,32064,
2700,3641094,27447,39709,30961,
2700,3638799,27411,40928,35526,
2700,3643514,27425,42589,31369,
2700,3641634,27490,39826,28782,
2700,3636147,27404,40198,32126,
2700,3639909,27427,42382,31102,
2700,3642474,27406,40796,32442,
2700,3643419,27460,39762,32417,
2700,3642474,27412,41233,35113,
2700,3638190,27427,41316,30743,
2700,3642425,27439,41597,29873,
2700,3643215,27434,41523,31908,
2700,3639822,27436,39974,30620,
2700,3639279,27461,41098,37648,
2700,3643629,27395,39773,31516,
2700,3641439,27441,40172,33807,
2700,3638085,27389,43676,31111,
2700,3642425,27435,40530,32112,
2700,3637545,27402,41393,34068,
2700,3641439,27460,40261,34563,
2700,3635775,27467,40250,32589,
2700,3640329,27412,40662,29672,
2700,3638897,27490,40410,31422,
2700,3638799,27427,42390,35358,
2700,3642522,27478,43074,31622,
2700,3641022,27431,39906,31778,
2700,3639734,27390,41221,31321,
2700,3642789,27382,40779,28720,
2700,3641759,27390,39898,30981,
2700,3641372,27451,41523,33469,
2700,3642830,27416,41159,29189,
2700,3638700,27481,40584,33333,
2700,3643440,27417,40994,31760,
2700,3642219,27389,41839,30282,
2700,3637322,27453,39500,28892,
2700,3642569,27474,40941,31724,
2700,3640949,27397,40033,32003,
2700,3640949,27433,40241,32773,
2700,3643020,27480,39792,31556,
2700,3642375,27448,39463,29907,
2700,3642375,27480,41871,31459,
2700,3642747,27420,39436,34993,
2700,3643629,27478,41410,29849,
2700,3641372,27437,40788,29838,
2700,3643154,27413,41943,31802,
2700,3641697,27436,40014,30552,
2700,3643479,27457,40049,30933,
2700,3642272,27458,40208,34712,
2700,3642375,27477,39089,31245,
2700,3643595,27404,42832,30493,
2700,3640080,27403,41764,29389,
2700,3639822,27442,40557,33385,
2700,3640410,27459,39155,32914,
2700,3643584,27413,40729,31170,
2700,3639909,27505,42101,30597,
2700,3640080,27413,40163,35224,
2700,3641880,27419,40580,33194,
2700,3642870,27376,40914,33568,
2700,3641022,27426,40529,31489,
2700,3641939,27437,42186,30153,
2700,3643325,27449,40146,34845,
2700,3642219,27397,41591,31454,
2700,3642054,27435,40452,29171,
2700,3641372,27436,40985,32609,
2700,3629454,27454,40311,29485,
2700,3641235,27445,40131,31920,
2700,3641235,27445,38489,31972,
2700,3642947,27434,42272,30196,
2700,3638994,27494,40947,33653,
2700,3643020,27406,39913,36187,
2700,3641634,27448,42433,30627,
2800,3916770,28683,42456,31775,
2800,3911460,28648,42523,30688,
2800,3918410,28555,42647,32738,
2800,3918275,28617,42204,30105,
2800,3915750,28591,40409,35467,
2800,3916115,28565,41560,36422,
2800,3917654,28564,42012,33042,
2800,3913749,28541,41980,35700,
2800,3917519,28593,41291,32680,
2800,3913650,28564,42778,36135,
2800,3917859,28576,40802,33329,
2800,3917115,28588,40054,31763,
2800,3913550,28581,42196,32701,
2800,3918545,28566,40798,35319,
2800,3916389,28597,41167,31679,
2800,3917004,28597,45862,33293,
2800,3918480,28620,43179,35631,
2800,3918564,28585,40478,35744,
2800,3917472,28580,42937,35623,
2800,3917519,28665,42656,33108,
2800,3918447,28589,39958,32127,
2800,3910215,28586,40972,36327,
2800,3917115,28629,40673,36143,
2800,3917970,28578,43261,35451,
2800,3915360,28585,41244,31892,
2800,3917820,28573,41871,31067,
2800,3915674,28631,40104,32917,
2800,3918135,28541,41773,31308,
2800,3917934,28628,42111,33381,
2800,3917970,28594,41596,35606,
2800,3916389,28627,40945,32086,
2800,3914505,28551,41033,30718,
2800,3915899,28634,42331,32655,
2800,3915972,28600,40383,31488,
2800,3918522,28613,41185,31727,
2800,3914135,28587,42797,31396,
2800,3918165,28563,42392,31589,
2800,3915440,28608,41869,32569,
2800,3916185,28582,43380,32265,
2800,3917654,28568,41434,33447,
2800,3915114,28589,41652,31743,
2800,3918165,28586,40958,33614,
2800,3916709,28585,40810,31915,
2800,3917934,28597,43558,31320,
2800,3916889,28552,41865,35155,
2800,3916770,28631,42006,31959,
2800,3917222,28580,40209,35202,
2800,3915597,28556,41862,35337,
2800,3912495,28580,40229,36055,
2800,3915519,28615,40937,30849,
2800,3911697,28639,42959,32345,
2800,3915674,28607,42629,33986,
2800,3914859,28570,43731,33514,
2800,3905720,28599,42601,33415,
2800,3917169,28521,38958,35157,
2800,3915114,28603,41136,32234,
2800,3915750,28612,41258,31096,
2800,3917610,28612,40227,33620,
2800,3911097,28587,40394,35352,
2800,3917424,28563,42017,33499,
2800,3917222,28570,42338,31250,
2800,3917654,28589,41073,34041,
2800,3918369,28585,42364,33902,
2800,3917222,28635,42792,29938,
2800,3916770,28567,43718,30384,
2800,3918369,28572,43345,33122,
2800,3907869,28617,40735,33687,
2800,3917060,28587,43413,31631,
2800,3916947,28583,41779,32381,
2800,3918495,28584,43155,30995,
2800,3912045,28565,42612,38305,
2800,3916115,28573,42180,33411,
2800,3917519,28561,41285,31766,
2800,3913749,28594,41867,31112,
2800,3917970,28594,40354,33552,
2800,3917654,28562,41578,35196,
2800,3917859,28560,41204,33596,
2800,3915674,28597,44019,33698,
2800,3916520,28521,40861,34910,
2800,3915440,28633,41270,31841,
2800,3917004,28554,40839,31430,
2800,3917897,28604,43051,30503,
2800,3915440,28593,40507,36343,
2800,3918135,28551,45025,30381,
2800,3918222,28649,41736,32720,
2800,3917375,28533,42300,29986,
2800,3918222,28602,43652,33546,
2800,3917060,28630,44205,34979,
2800,3915597,28577,41170,32657,
2800,3915825,28583,40716,34866,
2800,3910085,28590,45179,35247,
2800,3912822,28612,40836,33004,
2800,3909822,28607,40779,33214,
2800,3907275,28592,41148,34512,
2800,3917934,28647,42302,31583,
2800,3917654,28572,41919,32614,
2800,3917780,28585,44093,34013,
2800,3918194,28567,41684,32989,
2800,3917274,28595,42514,30994,
2800,3910344,28623,46415,37557,
2900,4203225,29764,42753,35250,
2900,4200390,29766,41424,35123,
2900,4197109,29700,41857,34488,
2900,4201659,29738,42404,36893,
2900,4202809,29775,43759,33464,
2900,4202374,29735,42597,34407,
2900,4198090,29772,40281,35363,
2900,4202172,29757,41815,32480,
2900,4190509,29717,42447,32227,
2900,4200390,29811,42626,34515,
2900,4200922,29770,44866,35733,
2900,4198600,29723,43749,34101,
2900,4201597,29754,44950,33053,
2900,4201597,29812,41853,37493,
2900,4200310,29731,42474,32422,
2900,4202515,29763,42415,32704,
2900,4201065,29734,42414,36273,
2900,4198894,29748,44367,34960,
2900,4197772,29772,42745,32403,
2900,4199980,29814,43982,34025,
2900,4199179,29743,40518,31498,
2900,4198797,29750,40204,34270,
2900,4203199,29753,42507,32626,
2900,4202770,29713,42511,32239,
2900,4201339,29752,40853,35178,
2900,4201720,29763,43736,31791,
2900,4202604,29726,42645,33914,
2900,4203250,29684,45439,37579,
2900,4199634,29716,42238,36701,
2900,4203225,29800,43057,32315,
2900,4203022,29796,43692,35966,
2900,4202989,29742,42634,33779,
2900,4198990,29765,42503,33121,
2900,4200849,29735,42719,34868,
2900,4199634,29838,41548,35263,
2900,4203414,29789,43371,33286,
2900,4203360,29754,42998,33608,
2900,4202119,29773,42274,34310,
2900,4202604,29765,40501,34700,
2900,4198194,29734,43347,37832,
2900,4202955,29710,47940,32823,
2900,4201065,29801,43154,35856,
2900,4194904,29825,40904,34207,
2900,4201780,29745,45836,31960,
2900,4201720,29735,45192,33927,
2900,4202989,29759,41156,35740,
2900,4203250,29760,40412,31195,
2900,4199809,29758,42090,33183,
2900,4200700,29704,45257,33222,
2900,4202010,29728,44087,33218,
2900,4199364,29730,43355,33586,
2900,4201780,29766,44502,36778,
2900,4198990,29769,42316,34013,
2900,4192672,29820,42163,36332,
2900,4200994,29669,43802,34730,
2900,4189689,29734,42307,32596,
2900,4202119,29771,41023,32683,
2900,4199272,29782,41294,33899,
2900,4203414,29753,42503,32878,
2900,4202989,29745,42579,35835,
2900,4200547,29724,41771,36049,
2900,4199634,29758,42539,34331,
2900,4202275,29720,44296,33741,
2900,4200994,29735,48383,33103,
2900,4201597,29725,42510,34357,
2900,4203340,29716,40962,34042,
2900,4200469,29726,43517,33068,
2900,4202119,29804,40667,34511,
2900,4200390,29803,43664,32308,
2900,4201405,29709,40980,34383,
2900,4200147,29793,43165,34984,
2900,4199364,29730,41658,33959,
2900,4199455,29779,44164,32084,
2900,4200310,29750,41010,33185,
2900,4196047,29747,41616,33789,
2900,4201597,29793,42047,34273,
2900,4201659,29772,42713,34650,
2900,4199895,29826,41725,32870,
2900,4198797,29701,42165,32928,
2900,4202469,29744,45631,34392,
2900,4203085,29744,43499,34046,
2900,4196529,29766,40071,32134,
2900,4202374,29711,41159,31042,
2900,4201597,29748,45895,34552,
2900,4202515,29753,41797,32293,
2900,4202422,29763,40953,33421,
2900,4200229,29792,42701,34202,
2900,4202325,29717,42319,35819,
2900,4202730,29798,46213,35490,
2900,4198990,29781,41247,35646,
2900,4200775,29769,41306,35446,
2900,4202325,29772,45414,32798,
2900,4200064,29773,42465,33694,
2900,4193820,29780,45215,38105,
2900,4202809,29741,44130,35950,
2900,4201272,29717,43264,34776,
2900,4201954,29777,44249,31441,
2900,4203459,29711,43757,41887,
2900,4203319,29735,44432,36515,
2900,4200469,29740,42756,34851,
3000,4497015,30901,45893,37145,
3000,4496222,30960,42977,35835,
3000,4497275,30881,43881,34433,
3000,4497554,30861,43979,38540,
3000,4494129,31005,43867,38673,
3000,4497905,30868,43154,39573,
3000,4496730,30903,44681,33784,
3000,4494845,30914,43481,35088,
3000,4497275,30940,44180,35846,
3000,4493649,30878,42672,36096,
3000,4497465,30934,42632,36574,
3000,4495725,30920,44818,33901,
3000,4494845,30944,46038,34028,
3000,4489854,30896,45247,35810,
3000,4495799,30931,43617,37133,
3000,4498175,30906,45819,41222,
3000,4489985,30919,43493,34263,
3000,4488347,31002,42146,36695,
3000,4493649,30894,42472,36078,
3000,4496355,30913,43579,33996,
3000,4496355,30946,43052,36066,
3000,4494672,30838,43847,33111,
3000,4498455,30970,44356,35524,
3000,4497870,30849,44430,35186,
3000,4491597,30836,47182,37268,
3000,4493747,30882,42201,36289,
3000,4497069,30952,44670,35409,
3000,4493144,30875,45833,33860,
3000,4495872,30874,44720,39331,
3000,4495179,30945,47363,40573,
3000,4498364,30932,45216,37794,
3000,4494495,30928,44066,37915,
3000,4493247,30885,44242,33144,
3000,4497510,30942,43349,36712,
3000,4498224,30892,43519,34925,
3000,4496960,30902,44578,34939,
3000,4496730,30891,46225,35017,
3000,4498065,30945,45892,34797,
3000,4498290,30942,43063,35708,
3000,4497225,30904,45570,33774,
3000,4497639,30881,46011,35232,
3000,4498065,30912,42851,37477,
3000,4478799,30910,43043,33990,
3000,4495944,30952,44623,36236,
3000,4494930,30848,45582,36679,
3000,4495725,30945,45427,34161,
3000,4495097,30928,47051,33977,
3000,4496730,30940,45678,36688,
3000,4495574,30871,42407,39573,
3000,4492395,30883,41256,33012,
3000,4497680,30937,44539,34274,
3000,4496355,30861,43892,35194,
3000,4497797,30882,43438,35429,
3000,4498122,30925,42396,38743,
3000,4496960,30954,42320,35222,
3000,4493144,30933,43022,32456,
3000,4497870,30934,46932,35058,
3000,4496154,30896,45537,34089,
3000,4496670,30943,44364,37069,
3000,4495799,30894,45140,38918,
3000,4492284,30917,43571,35066,
3000,4498380,30946,45037,37153,
3000,4493844,30883,42984,35977,
3000,4491714,30910,43307,33850,
3000,4497015,30904,46469,34511,
3000,4494129,30887,45659,40103,
3000,4494314,30975,47250,34949,
3000,4496789,30959,46170,33179,
3000,4491240,30908,43945,37070,
3000,4492829,30898,42784,38753,
3000,4494314,30915,46094,33090,
3000,4496904,30914,45357,36427,
3000,4496547,30928,47129,35679,
3000,4496289,30911,45381,34116,
3000,4495097,30904,45803,36245,
3000,4493144,30932,44547,37411,
3000,4497680,30875,42199,34873,
3000,4495872,30963,47719,36925,
3000,4497680,30958,44641,36701,
3000,4498434,30917,41859,37068,
3000,4496789,30894,42854,36566,
3000,4497870,30948,45393,34951,
3000,4494129,30887,45892,35401,
3000,4497680,30891,44687,33728,
3000,4497465,30954,44110,37538,
3000,4495340,30914,43261,37355,
3000,4496960,30937,43303,35418,
3000,4494222,30901,43486,34833,
3000,4496154,30943,44643,37394,
3000,4498149,30944,42955,35399,
3000,4495097,30878,44424,37491,
3000,4497939,30848,44134,33846,
3000,4496730,30869,44392,35912,
3000,4496609,30868,43456,36999,
3000,4497174,30938,43640,39828,
3000,4494759,30969,43542,38690,
3000,4498094,30971,44682,35844,
3000,4498175,30912,46730,32208,
3000,4498310,30929,42567,37842,
3000,4496847,30931,44784,38329,
3100,4797455,32122,61993,36871,
3100,4801172,32100,63774,37323,
3100,4800965,32116,59428,36404,
3100,4802460,32063,55656,40753,
3100,4798197,32106,62729,40224,
3100,4803240,32161,60908,34831,
3100,4802747,32078,57130,35022,
3100,4802369,32133,61036,35036,
3100,4800369,32063,57460,41084,
3100,4790570,32084,61209,39327,
3100,4802954,32069,60424,39732,
3100,4798400,32153,58706,36760,
3100,4802985,32074,58149,34837,
3100,4797345,32093,60173,38257,
3100,4802415,32134,60994,40117,
3100,4800129,32062,58804,40728,
3100,4802547,32075,59322,37913,
3100,4794270,32094,59010,36605,
3100,4796780,32102,60078,34928,
3100,4798094,32088,61400,36948,
3100,4803422,32127,61275,36397,
3100,4803330,32098,61229,41025,
3100,4801620,32103,59446,38258,
3100,4798697,32083,64959,38005,
3100,4802322,32111,60780,34464,
3100,4800749,32052,62498,42912,
3100,4796895,32098,60655,39260,
3100,4799880,32132,58575,36255,
3100,4800965,32101,61400,35062,
3100,4799964,32046,61601,37736,
3100,4797234,32090,63418,34392,
3100,4798890,32114,56726,35939,
3100,4802072,32089,58995,35986,
3100,4800290,32134,64598,36371,
3100,4801559,32134,61321,38444,
3100,4801172,32062,60144,36789,
3100,4798094,32063,57154,35827,
3100,4795322,32150,62617,38456,
3100,4795947,32111,62118,35299,
3100,4789755,32078,57266,37140,
3100,4802630,32112,63468,34692,
3100,4800447,32162,62048,37079,
3100,4789085,32124,60094,37454,
3100,4800524,32138,56276,38647,
3100,4803440,32128,59500,40119,
3100,4795449,32080,61454,37431,
3100,4795322,32098,61509,35321,
3100,4803044,32133,58041,34730,
3100,4802175,32115,63530,39172,
3100,4803197,32084,62251,36437,
3100,4796310,32088,60056,35322,
3100,4801797,32049,58504,43365,
3100,4803150,32032,61543,37310,
3100,4803384,32120,62012,36276,
3100,4794935,32082,58124,38100,
3100,4802630,32075,63577,37058,
3100,4802460,32086,60710,38838,
3100,4802589,32097,60354,36405,
3100,4800369,32052,60830,35251,
3100,4799622,32065,58947,35772,
3100,4798697,32105,62256,35224,
3100,4795449,32073,63638,34803,
3100,4803279,32098,64268,33675,
3100,4801172,32109,64403,35838,
3100,4799264,32041,58736,36530,
3100,4803240,32119,58481,35205,
3100,4803429,32093,62245,34539,
3100,4801680,32058,59240,38534,
3100,4802504,32078,60985,37367,
3100,4802019,32103,60823,38610,
3100,4801797,32052,64080,33938,
3100,4802274,32125,59494,35778,
3100,4803150,32121,59449,35895,
3100,4802954,32082,63178,36293,
3100,4793439,32151,61728,36184,
3100,4802889,32092,57857,37679,
3100,4789589,32148,60728,38082,
3100,4803072,32037,61200,35020,
3100,4800749,32077,55613,35230,
3100,4798794,32129,62561,38306,
3100,4794270,32141,59988,34981,
3100,4794935,32084,58828,40490,
3100,4801910,32084,60714,38891,
3100,4803240,32105,61422,37627,
3100,4799795,32093,60140,34382,
3100,4798599,32116,61311,33983,
3100,4802784,32087,57436,37718,
3100,4803044,32091,60686,39411,
3100,4799534,32075,59129,34625,
3100,4799622,32116,60224,37703,
3100,4801620,32102,60798,35445,
3100,4797455,32077,57503,40861,
3100,4802709,32089,59835,36060,
3100,4802547,32104,62994,37497,
3100,4801497,32075,56984,36854,
3100,4800894,32105,60305,39611,
3100,4801854,32169,61439,35795,
3100,4799795,32030,57946,37715,
3100,4802630,32099,60000,37796,
3100,4801497,32095,61093,34328,
3200,5117539,33255,61198,39629,
3200,5114484,33266,63523,35986,
3200,5113647,33259,58711,39251,
3200,5118147,33314,58642,39531,
3200,5116189,33305,61113,37980,
3200,5105359,33297,61414,40147,
3200,5116189,33315,58750,37806,
3200,5117539,33244,60601,35089,
3200,5115397,33295,60492,37965,
3200,5110015,33308,61284,44274,
3200,5117872,33267,58204,38613,
3200,5116860,33279,59637,36790,
3200,5108947,33274,60125,40037,
3200,5112622,33269,61063,38782,
3200,5116509,33307,59298,35284,
3200,5114830,33303,60909,38654,
3200,5117125,33256,60948,35929,
3200,5118100,33309,60909,39433,
3200,5113935,33303,62621,44181,
3200,5116509,33317,61903,42733,
3200,5109885,33245,60071,44787,
3200,5116054,33287,60814,39581,
3200,5114484,33333,61258,38904,
3200,5116915,33313,58509,38657,
3200,5116570,33278,59121,37587,
3200,5118022,33269,59018,36295,
3200,5110525,33281,65432,42272,
3200,5112072,33238,59360,37235,
3200,5114914,33236,61084,39292,
3200,5117074,33228,59206,37608,
3200,5109622,33269,59727,43384,
3200,5112940,33306,59503,38698,
3200,5117319,33274,61015,38375,
3200,5117839,33301,59607,38588,
3200,5117539,33288,58135,39287,
3200,5113840,33305,60900,40417,
3200,5116255,33279,64037,37785,
3200,5116689,33233,59935,36878,
3200,5112940,33266,61779,41488,
3200,5113935,33232,59723,36568,
3200,5116255,33310,58377,38909,
3200,5116447,33329,63121,35253,
3200,5118295,33240,59265,36390,
3200,5106154,33314,59395,36714,
3200,5115240,33336,61767,40319,
3200,5114029,33223,59254,37292,
3200,5112295,33240,62587,37517,
3200,5112514,33265,60566,38342,
3200,5116122,33289,62226,37976,
3200,5117125,33257,59705,37434,
3200,5116804,33258,65162,37195,
3200,5115985,33230,60645,35927,
3200,5117697,33295,58247,36460,
3200,5117994,33280,59933,40455,
3200,5115240,33273,62393,35022,
3200,5113350,33276,60208,37159,
3200,5117839,33264,58835,37710,
3200,5113350,33242,60684,39990,
3200,5116447,33203,59150,40419,
3200,5116384,33282,60173,39612,
3200,5107374,33290,61678,36893,
3200,5114484,33302,63456,40310,
3200,5112405,33296,60913,36127,
3200,5114122,33278,61755,42368,
3200,5117965,33282,60238,38170,
3200,5116320,33231,59082,36163,
3200,5105520,33299,59513,38091,
3200,5117965,33259,58138,39720,
3200,5117580,33240,61999,37481,
3200,5116054,33276,61846,37813,
3200,5116860,33287,61647,35213,
3200,5112405,33316,58423,39285,
3200,5118124,33345,60568,37802,
3200,5116509,33233,63205,37706,
3200,5112295,33304,58231,38931,
3200,5112184,33258,61889,41581,
3200,5112405,33307,63044,37649,
3200,5111614,33267,59742,39095,
3200,5116189,33293,61801,37841,
3200,5117659,33277,60945,39665,
3200,5115474,33264,60892,38560,
3200,5106154,33272,61599,36001,
3200,5111730,33308,61843,40328,
3200,5114484,33267,60045,39268,
3200,5104705,33244,58484,37435,
3200,5118049,33306,60670,36429,
3200,5116915,33263,63027,40519,
3200,5116860,33334,59118,41402,
3200,5113350,33243,63767,39147,
3200,5118147,33310,60599,38843,
3200,5115915,33255,59542,36933,
3200,5114484,33282,62615,37090,
3200,5110272,33269,61865,36556,
3200,5112835,33227,61437,36792,
3200,5111260,33297,59556,38251,
3200,5117175,33276,65844,36640,
3200,5115160,33331,60407,38334,
3200,5118247,33263,60271,38844,
3200,5116255,33293,61482,41715,
3200,5111140,33234,60829,40918,
3300,5442315,34432,51523,37985,
3300,5441520,34472,52917,37256,
3300,5441459,34462,50188,43726,
3300,5439780,34429,56010,39562,
3300,5442489,34456,51124,42503,
3300,5442174,34468,49967,41419,
3300,5442404,34439,54385,40471,
3300,5442447,34482,49814,40326,
3300,5435475,34424,52050,39205,
3300,5440649,34456,51147,44695,
3300,5437679,34475,51352,40441,
3300,5442269,34501,52414,44406,
3300,5434170,34438,51137,38829,
3300,5441580,34402,51724,39909,
3300,5435475,34438,50409,40109,
3300,5442944,34468,53210,38676,
3300,5437134,34466,52323,35455,
3300,5436090,34496,54213,38817,
3300,5437464,34445,52711,43229,
3300,5443140,34401,52919,41780,
3300,5441810,34491,54574,36595,
3300,5439255,34483,52169,40293,
3300,5433759,34495,51424,44074,
3300,5443295,34461,50179,43027,
3300,5432910,34518,51883,40823,
3300,5436210,34439,53368,39012,
3300,5438097,34404,53285,38798,
3300,5419260,34384,51803,40101,
3300,5433620,34494,50808,41743,
3300,5438979,34478,51589,40448,
3300,5441919,34495,49155,39552,
3300,5439072,34415,49835,38529,
3300,5442684,34518,52893,39819,
3300,5433759,34474,51888,40688,
3300,5441397,34500,50464,39893,
3300,5441639,34436,52064,39249,
3300,5436210,34474,51932,38127,
3300,5443197,34485,50709,37540,
3300,5442125,34532,53103,41976,
3300,5442024,34434,55226,40024,
3300,5437464,34508,49445,37340,
3300,5438790,34502,53301,40842,
3300,5442647,34428,52667,45563,
3300,5442885,34447,51541,37428,
3300,5438694,34474,54422,40975,
3300,5440190,34477,52052,41694,
3300,5430947,34468,48835,39873,
3300,5439434,34482,51745,41699,
3300,5442125,34501,54562,39768,
3300,5440500,34460,52995,40079,
3300,5436090,34525,48495,40705,
3300,5443197,34467,54592,37456,
3300,5440794,34403,54488,37323,
3300,5435847,34529,50548,38980,
3300,5439780,34470,51118,40944,
3300,5442530,34418,51376,40497,
3300,5443050,34437,49843,38526,
3300,5443245,34461,52282,41769,
3300,5441139,34443,50608,40241,
3300,5439609,34575,51918,38389,
3300,5441072,34462,54663,45506,
3300,5443025,34481,50927,38819,
3300,5438199,34475,50496,39067,
3300,5441865,34470,52026,38081,
3300,5442024,34504,49962,36657,
3300,5441270,34491,52735,38642,
3300,5440722,34530,49032,41210,
3300,5442360,34413,51912,37292,
3300,5442489,34461,48118,39793,
3300,5433897,34455,48857,41801,
3300,5436447,34439,55835,38866,
3300,5439780,34450,51262,37960,
3300,5441270,34398,49102,40031,
3300,5442315,34379,52246,37721,
3300,5440269,34448,53083,38668,
3300,5442789,34417,52598,39536,
3300,5440110,34437,53488,40948,
3300,5441754,34455,51955,41310,
3300,5440347,34464,52452,45627,
3300,5441459,34492,50347,37367,
3300,5440649,34482,52404,41039,
3300,5441139,34492,54796,40080,
3300,5435349,34474,52978,41946,
3300,5434704,34503,51212,38356,
3300,5440722,34436,52400,40198,
3300,5439255,34433,51342,42842,
3300,5441919,34439,52508,42993,
3300,5439345,34482,51007,44217,
3300,5442024,34488,52779,40868,
3300,5431104,34432,50176,45206,
3300,5442447,34454,51786,36811,
3300,5433620,34472,51642,43724,
3300,5441972,34519,49057,44573,
3300,5440190,34505,51553,37013,
3300,5441334,34514,53459,39071,
3300,5432619,34466,51612,39566,
3300,5441139,34472,52193,45362,
3300,5443119,34540,52757,38984,
3300,5439695,34447,55041,43951,
3300,5441580,34482,55053,38676,
3400,5777310,35645,55820,41877,
3400,5776815,35620,53439,44149,
3400,5776470,35608,53602,41922,
3400,5773740,35624,51836,38288,
3400,5778209,35629,53942,38995,
3400,5775954,35636,54090,41505,
3400,5773644,35635,53333,40130,
3400,5773835,35655,52184,39383,
3400,5776704,35692,54130,41205,
3400,5777559,35620,52566,39582,
3400,5776530,35632,55348,44042,
3400,5774472,35650,54382,42347,
3400,5774295,35625,51331,39275,
3400,5765259,35730,56155,41399,
3400,5775954,35655,52895,41650,
3400,5777634,35631,53025,38802,
3400,5774114,35704,53665,42603,
3400,5776089,35621,52045,42998,
3400,5772840,35654,54063,37994,
3400,5771397,35646,56999,41220,
3400,5777219,35677,51961,43211,
3400,5777480,35659,55479,38634,
3400,5764934,35673,54026,42842,
3400,5778195,35629,55138,40778,
3400,5771040,35609,55849,41909,
3400,5776760,35628,52921,40190,
3400,5776760,35650,56254,39651,
3400,5775525,35587,52996,40779,
3400,5773929,35687,52304,49904,
3400,5771630,35668,53047,40635,
3400,5770044,35620,56621,38640,
3400,5778110,35606,50722,42443,
3400,5773250,35597,51420,43781,
3400,5776530,35639,55701,42954,
3400,5776470,35707,54428,37307,
3400,5777949,35658,52111,44255,
3400,5766519,35626,54348,37922,
3400,5777219,35635,51513,40645,
3400,5773250,35666,55597,36763,
3400,5777705,35631,53061,39598,
3400,5772944,35610,54226,44162,
3400,5776022,35681,52676,39364,
3400,5777670,35643,55242,45656,
3400,5774384,35649,55726,40728,
3400,5775219,35655,50978,39078,
3400,5774730,35583,56747,43667,
3400,5775525,35678,55458,37731,
3400,5774022,35669,53161,40883,
3400,5774645,35635,53409,40100,
3400,5772195,35636,54598,40963,
3400,5775885,35613,54472,43438,
3400,5776922,35630,52972,44223,
3400,5777520,35707,52204,39056,
3400,5775954,35644,53796,42509,
3400,5775525,35699,52092,41042,
3400,5777354,35652,55784,42052,
3400,5777124,35679,52460,39413,
3400,5777597,35602,53181,40357,
3400,5777397,35618,53442,40433,
3400,5774645,35659,52110,40297,
3400,5766824,35640,54915,39251,
3400,5775060,35689,51529,39383,
3400,5774205,35599,53653,39890,
3400,5775525,35686,55073,41238,
3400,5770674,35637,54425,39675,
3400,5774559,35703,55518,40152,
3400,5769522,35580,50463,42499,
3400,5777865,35678,57259,41330,
3400,5777397,35609,54670,40425,
3400,5777949,35619,51890,38781,
3400,5774814,35665,51797,39605,
3400,5770425,35668,53613,41639,
3400,5777025,35670,52471,38915,
3400,5775815,35672,51962,40389,
3400,5774645,35692,51970,39203,
3400,5774114,35636,57499,44321,
3400,5778000,35656,53412,39789,
3400,5774897,35659,54597,38954,
3400,5778000,35687,54724,39515,
3400,5772944,35640,54958,40301,
3400,5778069,35652,52422,45675,
3400,5773835,35654,55622,40068,
3400,5775885,35656,54250,42926,
3400,5776022,35619,53648,40070,
3400,5778195,35612,54377,41823,
3400,5776470,35683,53890,39186,
3400,5776760,35663,53212,44897,
3400,5775744,35650,54344,45433,
3400,5777439,35653,54060,40965,
3400,5773740,35657,52775,46754,
3400,5776589,35627,52938,44448,
3400,5774645,35632,53576,38687,
3400,5773449,35646,53944,41442,
3400,5776409,35646,51397,41874,
3400,5777705,35687,51802,42183,
3400,5777310,35627,52701,41827,
3400,5772522,35654,54828,45022,
3400,5777804,35661,51408,39924,
3400,5774897,35713,52209,42171,
3400,5773547,35620,52601,42213,
3500,6113934,36812,57518,47072,
3500,6122974,36836,52817,47250,
3500,6118099,36856,53831,42523,
3500,6122620,36861,52693,44987,
3500,6111004,36805,53899,41191,
3500,6116809,36823,55634,41335,
3500,6114472,36773,53978,42749,
3500,6119334,36865,53985,42586,
3500,6122844,36904,53664,41922,
3500,6121420,36833,53073,44739,
3500,6120010,36838,54125,42764,
3500,6120904,36802,50859,42756,
3500,6120972,36883,53467,45687,
3500,6121654,36798,55260,43573,
3500,6117145,36871,52609,42901,
3500,6123214,36801,54439,42950,
3500,6121359,36800,51553,40206,
3500,6114472,36862,51870,44277,
3500,6119155,36802,55219,42792,
3500,6120475,36893,53498,42044,
3500,6114994,36872,57732,44013,
3500,6119064,36801,52455,43087,
3500,6123130,36862,54178,41982,
3500,6122025,36855,56693,40179,
3500,6123195,36883,53182,42070,
3500,6120972,36823,57431,42334,
3500,6121819,36778,55940,48866,
3500,6122074,36782,55872,43236,
